record_id,timestamp,charge_point_id,user_id,session_token,session_start_ip,current_request_ip,ip_change_count,concurrent_sessions,session_duration_seconds,device_type,user_agent,failed_auth_attempts,geo_location_match,token_age_seconds,is_token_expired,session_fixation_detected,cookie_secure_flag,same_device_fingerprint,request_frequency_per_minute,anomaly_type,label
755,2025-11-07 07:23:56,CP-0024,USER-00157,54664d43aa80ae78ca49d046604e4045,172.16.0.206,185.220.100.216,4,1,111344,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,187,0,0,1,1,3.727909037303266,geo_location_anomaly,1
756,2025-08-20 16:50:58,CP-0035,USER-00037,ac516338dc0b97f718b5486638e2c1cb,10.0.0.75,10.0.0.75,0,2,5122,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2183,0,0,1,1,4.686923566409972,none,0
757,2025-04-21 12:30:06,CP-0028,USER-00161,20af7813f779150e8f09b0ae13a44c31,10.0.0.110,185.220.100.14,3,1,411613,web_browser,OCPP-Client/1.6.0,0,0,2742,0,0,1,0,2.845507551592726,stolen_token,1
758,2025-10-27 12:16:27,CP-0008,USER-00176,3b00335355a383460f2d29473348c585,10.0.0.75,10.0.0.75,0,2,1419,ocpp_client,EVCharge-App/3.2.1 (Android),0,1,1080,0,0,1,1,3.226935281068728,none,0
759,2025-11-05 06:52:53,CP-0032,USER-00061,5bb7981f353865859828c8ea385568c7,172.16.0.41,45.95.168.139,2,1,6,web_browser,ChargingStation-Monitor/2.0,0,0,3351,0,0,1,1,3.5601109579808514,ip_mismatch,1
760,2025-03-06 20:43:32,CP-0030,USER-00142,8f78aa9ffe0d7b5d293c85e63b607089,10.0.0.136,185.220.100.165,11,1,2,api_client,EVCharge-App/3.2.1 (iOS),0,0,756,0,0,1,1,4.723488136887824,ip_mismatch,1
761,2025-02-09 03:34:33,CP-0033,USER-00050,e7e7b988e1cb868ca52e753dea122c67,10.0.0.248,45.95.168.81,2,1,525061,iot_device,EVCharge-App/3.2.1 (Android),0,0,220,0,0,1,1,2.972580687902838,geo_location_anomaly,1
762,2025-04-25 06:12:47,CP-0001,USER-00028,fe2541443c575bace215154f848cb9fb,192.168.1.123,192.168.1.123,0,2,2645,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1986,0,0,1,1,0.6111752252666898,none,0
763,2025-08-18 22:17:30,CP-0021,USER-00011,f6e6a79cf651003b540233a9effee58b,192.168.1.218,192.168.1.218,0,42,3,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,536,0,0,1,1,61.07000016563642,concurrent_sessions,1
764,2025-04-12 15:00:39,CP-0036,USER-00083,09a9a9ac9ed0f495e0e284f8f9d96d63,10.0.0.122,10.0.0.122,0,1,1809,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,1316,0,0,1,1,4.8960462238049285,none,0
765,2025-09-30 19:13:33,CP-0046,USER-00155,f97656b550bbf4fb62d20bbc28f6c785,10.0.0.117,10.0.0.117,0,1,6539,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,1568,0,0,1,1,3.8008455387074664,none,0
766,2025-01-04 17:10:40,CP-0009,USER-00161,630352368bf95333b9279ea4fd8b7c87,192.168.1.227,192.168.1.227,0,2,3399,web_browser,OCPP-Client/1.6.0,0,1,949,0,0,1,1,3.7160957791239424,none,0
767,2025-08-28 10:29:06,CP-0044,USER-00050,4ca11a7200a2d69ab3c3efa4cbd56cb2,192.168.1.123,192.168.1.123,0,1,4453,mobile_app,EVCharge-App/3.2.1 (Android),0,1,202,0,0,1,1,1.968058338253074,none,0
768,2025-12-16 06:32:44,CP-0016,USER-00011,b2a36d7a6287c93627c8813d42377873,172.16.0.137,172.16.0.137,0,1,5075,web_browser,ChargingStation-Monitor/2.0,1,1,1818,0,0,1,1,2.2766058098320046,none,0
769,2025-12-16 05:13:25,CP-0030,USER-00077,0177f93bbec6687c0b5c3540570e76e9,172.16.0.221,172.16.0.221,0,2,2329,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,2722,0,0,1,1,0.9324107536305286,none,0
770,2025-12-26 08:53:57,CP-0012,USER-00084,1129e9b26248f11178e7e3251880d83d,172.16.0.164,172.16.0.164,0,49,9,web_browser,EVCharge-App/3.2.1 (Android),0,1,1830,0,0,1,1,70.63751414583632,concurrent_sessions,1
771,2025-01-12 06:59:57,CP-0009,USER-00061,59867236a88fdcd948d43a3d9c58966b,10.0.0.204,23.129.64.48,0,1,5,web_browser,Unknown-Browser/1.0,0,1,2056,0,0,0,0,1.803097995186509,cookie_hijacking,1
772,2025-10-10 08:08:04,CP-0050,USER-00003,3c75d93bfbb29a276ac2fe9047c591fa,192.168.1.117,192.168.1.117,0,2,1777,api_client,EVCharge-App/3.2.1 (Android),0,1,79,0,0,1,1,3.2150135413182195,none,0
773,2025-09-19 21:30:56,CP-0033,USER-00061,bcd724ba86bf94d914cd2ff68eddd0a6,10.0.0.15,10.0.0.15,0,1,3638,mobile_app,EVCharge-App/3.2.1 (iOS),1,1,3351,0,0,1,1,2.7078441157294337,none,0
774,2025-11-13 00:04:57,CP-0012,USER-00167,139612038365c63f1903d8316a8b70b8,172.16.0.129,91.121.84.98,2,1,4,ocpp_client,EVCharge-App/3.2.1 (Android),0,0,138,0,0,1,1,2.768216606732776,geo_location_anomaly,1
775,2025-11-20 02:08:43,CP-0042,USER-00091,c218d49653fe0c2ce649354fab555e31,172.16.0.158,172.16.0.158,0,1,2581,mobile_app,OCPP-Client/1.6.0,1,1,3146,0,0,1,1,2.6028911810954676,none,0
776,2025-02-09 16:36:35,CP-0030,USER-00019,79a033ab92805eaa948a90032ae1590a,172.16.0.63,172.16.0.63,0,2,740,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2588,0,0,1,1,1.4004460998401438,none,0
777,2025-06-11 18:16:33,CP-0022,USER-00017,023496058b9996e2f1d8c16e2a18e61c,172.16.0.234,172.16.0.234,0,1,4821,iot_device,ChargingStation-Monitor/2.0,0,1,3398,0,0,1,1,0.7795654850244296,none,0
778,2025-12-11 23:43:14,CP-0046,USER-00149,63441483e132340184632ca4d286e606,10.0.0.135,10.0.0.135,0,2,5803,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,3068,0,0,1,1,3.2734491719840006,none,0
779,2025-03-21 12:10:57,CP-0039,USER-00153,9ebef92af7e6c42b93c406d1c07cb1aa,172.16.0.103,172.16.0.103,0,1,6615,web_browser,EVCharge-App/3.2.1 (iOS),0,1,2167,0,0,1,1,3.062336609774556,none,0
780,2025-06-18 01:57:08,CP-0032,USER-00194,59b2a113870dcbc7c424cafcfa004184,10.0.0.40,10.0.0.40,0,2,1092,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,579,0,0,1,1,1.5300391094752999,none,0
781,2025-05-23 16:36:19,CP-0044,USER-00011,6db26d4cc5f79bca11f2965cad0a0439,192.168.1.8,192.168.1.8,0,1,6454,web_browser,ChargingStation-Monitor/2.0,1,1,349,0,0,1,1,1.1143151798099602,none,0
782,2025-07-03 20:30:15,CP-0030,USER-00043,61668b9a5f65ad3bc81d242e93c722c4,10.0.0.53,10.0.0.53,0,2,1833,web_browser,EVCharge-App/3.2.1 (Android),0,1,545,0,0,1,1,4.416047503317483,none,0
783,2025-01-03 00:59:10,CP-0050,USER-00162,493240baf39675c3fbeec50bed6cbabd,10.0.0.207,45.95.168.250,9,1,9,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),2,0,639,0,0,1,0,4.577870402156407,stolen_token,1
784,2025-01-24 18:44:26,CP-0030,USER-00039,694b82c07dba685a949de18e7ead818e,192.168.1.146,192.168.1.146,0,2,5924,ocpp_client,EVCharge-App/3.2.1 (Android),1,1,664,0,0,1,1,2.3408308011934653,none,0
785,2025-08-25 23:35:56,CP-0030,USER-00075,3f797be9f2a2a19865cd7898b29d065c,10.0.0.147,10.0.0.147,0,1,1599,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,3476,0,0,1,1,3.608123547105875,none,0
786,2025-12-16 08:12:19,CP-0006,USER-00114,2997e4cd2f00138f1e6d614f94405921,192.168.1.69,192.168.1.69,0,1,5,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,79753,0,1,1,1,0.9246630267161204,session_fixation,1
787,2025-10-26 23:22:30,CP-0040,USER-00155,7dab708229664d5a82d258ba5769f64d,192.168.1.218,91.121.84.41,7,1,256332,iot_device,OCPP-Client/1.6.0,2,0,2475,0,0,1,0,1.5576824679390153,stolen_token,1
788,2025-10-23 07:42:58,CP-0016,USER-00166,3139167fc66207ead430b5a03d11b50e,10.0.0.99,10.0.0.99,0,2,5478,mobile_app,ChargingStation-Monitor/2.0,1,1,3148,0,0,1,1,3.2264145416963896,none,0
789,2025-02-27 07:57:48,CP-0024,USER-00012,1f7c1b6851a80071590ad4853bdc74d3,172.16.0.178,172.16.0.178,0,2,1481,ocpp_client,OCPP-Client/1.6.0,0,1,1597,0,0,1,1,2.9951874680758337,none,0
790,2025-12-28 23:40:46,CP-0045,USER-00190,2997e4cd2f00138f1e6d614f94405921,192.168.1.223,192.168.1.223,0,1,2,ocpp_client,EVCharge-App/3.2.1 (iOS),0,1,17723,0,1,1,1,4.643372902499237,session_fixation,1
791,2025-01-01 03:03:19,CP-0042,USER-00026,a226cc49c547b7922d1a6eb21a539a11,172.16.0.164,23.129.64.243,3,1,3,ocpp_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,0,656,0,0,1,0,3.0659963634896767,stolen_token,1
792,2025-03-11 12:57:39,CP-0040,USER-00046,6f18f239a8a66554ea79b3499f490182,172.16.0.176,172.16.0.176,0,2,942,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,2980,0,0,1,1,4.389761614819992,none,0
793,2025-09-09 16:26:52,CP-0050,USER-00097,9d718e9adec26c3b7111c308338ab05f,10.0.0.74,10.0.0.74,0,2,777,ocpp_client,OCPP-Client/1.6.0,1,1,3598,0,0,1,1,3.9908403820422547,none,0
794,2025-06-16 19:34:28,CP-0017,USER-00081,cbccf0e58f556bbeaca11f362898ad14,192.168.1.196,192.168.1.196,0,1,5984,mobile_app,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,686,0,0,1,1,2.0659425349629736,none,0
795,2025-07-21 16:29:35,CP-0014,USER-00059,ecb8cb649d0286f9cdaec37852aee034,192.168.1.253,192.168.1.253,0,2,865,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,3360,0,0,1,1,0.6417226760424783,none,0
796,2025-04-19 04:28:03,CP-0037,USER-00123,6af18a754a0d3961fcd6f4f17c978a7b,172.16.0.49,172.16.0.49,0,2,3582,mobile_app,ChargingStation-Monitor/2.0,1,1,660,0,0,1,1,2.247141968221633,none,0
797,2025-01-17 08:58:29,CP-0035,USER-00097,ca772de3cc18aaf02d258b5c929c1dff,172.16.0.118,172.16.0.118,0,2,3721,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,1120,0,0,1,1,1.372867368804583,none,0
798,2025-06-23 22:21:12,CP-0003,USER-00040,cfe5ed66577dd39aa77f6fc9928f5287,172.16.0.98,172.16.0.98,0,1,10,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,656,0,0,1,0,4.050375663786923,cross_device_theft,1
799,2025-03-27 00:07:26,CP-0040,USER-00150,3d85647a897ff793785027d3e51580fa,192.168.1.73,192.168.1.73,0,2,3835,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,1297,0,0,1,1,1.4518075383986861,none,0
800,2025-05-31 01:19:45,CP-0011,USER-00108,2997e4cd2f00138f1e6d614f94405921,192.168.1.92,192.168.1.92,0,1,1,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,74792,0,1,1,1,1.4587198033927768,session_fixation,1
801,2025-02-28 14:39:27,CP-0042,USER-00101,734cbedfd0a30b05d757e667e8a18caf,172.16.0.251,172.16.0.251,0,2,3525,ocpp_client,OCPP-Client/1.6.0,1,1,463,0,0,1,1,4.65925839168714,none,0
802,2025-07-15 20:42:06,CP-0007,USER-00073,a352bf5ff40ceb13931789619aa322cd,172.16.0.164,91.121.84.25,3,1,482631,ocpp_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,510,0,0,1,0,3.046415491879783,stolen_token,1
803,2025-12-17 04:05:24,CP-0005,USER-00077,2f3177343e90cce5630f85ffce96cdab,10.0.0.225,10.0.0.225,0,1,6949,ocpp_client,EVCharge-App/3.2.1 (iOS),0,1,2797,0,0,1,1,2.4807825102589325,none,0
804,2025-03-31 12:00:10,CP-0013,USER-00099,3b16fbe5425e2f0a7cad24fe4fdde054,192.168.1.201,192.168.1.201,0,1,5609,web_browser,EVCharge-App/3.2.1 (Android),0,1,75,0,0,1,1,1.0158605161752639,none,0
805,2025-01-15 22:35:41,CP-0040,USER-00058,f022df60e8512e18d8f78b3129ea11ee,10.0.0.211,10.0.0.211,0,1,4886,api_client,OCPP-Client/1.6.0,1,1,3207,0,0,1,1,3.790355536574984,none,0
806,2025-04-19 16:06:38,CP-0006,USER-00082,f09895e44ef1081c36d4bf9f90b5da24,192.168.1.165,192.168.1.165,0,1,5824,api_client,ChargingStation-Monitor/2.0,0,1,3048,0,0,1,1,2.868711036847053,none,0
807,2025-02-21 18:26:54,CP-0038,USER-00041,5d305c5af2f84b182f172cc800d7a17e,172.16.0.251,91.121.84.28,12,1,4,ocpp_client,OCPP-Client/1.6.0,0,0,2520,0,0,1,1,1.5839408474841237,ip_mismatch,1
808,2025-07-08 16:08:46,CP-0008,USER-00118,340dd5da0ed05173ebc99b96827fd90c,172.16.0.33,172.16.0.33,0,1,8,api_client,EVCharge-App/3.2.1 (iOS),5,1,310865,1,0,1,1,0.5421740558606902,session_replay,1
809,2025-07-15 19:51:33,CP-0047,USER-00074,a8f47111302a31d04b04f75fb8ae5e47,10.0.0.126,10.0.0.126,0,1,473367,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,2767,0,0,1,0,4.177697020905645,cross_device_theft,1
810,2025-10-28 00:45:07,CP-0042,USER-00094,b1c3c69a09f596429d228bbfb7eaf61e,192.168.1.59,192.168.1.59,0,2,540,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1586,0,0,1,1,4.520749092482443,none,0
811,2025-05-28 09:55:45,CP-0029,USER-00110,0c96dcc524cb7f4747e44acb85863ce5,172.16.0.31,172.16.0.31,0,2,4324,ocpp_client,EVCharge-App/3.2.1 (iOS),0,1,2820,0,0,1,1,2.5479381130767287,none,0
812,2025-09-18 01:37:36,CP-0023,USER-00168,fd377df0f18cd90111e748c17755e166,172.16.0.55,172.16.0.55,0,2,6529,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2160,0,0,1,1,2.538397049370338,none,0
813,2025-12-27 05:42:13,CP-0033,USER-00160,8ecc3d3cde820cde864185f142c8725c,10.0.0.95,10.0.0.95,0,1,487,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,963,0,0,1,1,2.5941305057776973,none,0
814,2025-10-20 10:53:50,CP-0030,USER-00035,72bf6d1774b4147b4331412cd19579f6,192.168.1.65,192.168.1.65,0,2,5516,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,520,0,0,1,1,4.464380874733463,none,0
815,2025-06-02 16:31:21,CP-0033,USER-00056,876cff071073f10a77bf34c87fe36bdf,10.0.0.4,172.16.0.180,4,1,179092,ocpp_client,EVCharge-App/3.2.1 (iOS),0,0,860,0,0,1,1,4.72427065459502,ip_mismatch,1
816,2025-07-27 08:49:59,CP-0021,USER-00033,9c2f5fad49f902543af4e66183e60cac,172.16.0.244,172.16.0.244,0,1,6042,api_client,ChargingStation-Monitor/2.0,1,1,1205,0,0,1,1,0.7063951536151228,none,0
817,2025-05-13 17:41:33,CP-0001,USER-00162,eae5d13a7270c71bb8ed73d7a7ac3609,192.168.1.180,192.168.1.180,0,1,6487,ocpp_client,EVCharge-App/3.2.1 (iOS),1,1,2946,0,0,1,1,1.2018416664888933,none,0
818,2025-06-22 08:47:32,CP-0044,USER-00104,2953ced4ecc48359b911f2a79739c40d,172.16.0.169,91.121.84.121,2,1,192857,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,0,258,0,0,1,1,4.149534199524799,geo_location_anomaly,1
819,2025-03-15 02:20:26,CP-0019,USER-00111,1c9f87c5c7be00d1dc60188d55f72f1f,172.16.0.20,185.220.100.235,0,1,10,mobile_app,Unknown-Browser/1.0,0,1,108,0,0,0,0,0.5361447496296521,cookie_hijacking,1
820,2025-05-06 11:54:36,CP-0043,USER-00002,35136777414d5befea8f31365b69c558,10.0.0.247,10.0.0.247,0,1,5624,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,3193,0,0,1,1,2.4511557160869972,none,0
821,2025-01-03 19:02:59,CP-0024,USER-00071,0c0e5fe1c4b8fc26db3094757354fcd1,172.16.0.66,172.16.0.66,0,1,1794,iot_device,EVCharge-App/3.2.1 (Android),1,1,984,0,0,1,1,1.0009296063081228,none,0
822,2025-09-14 19:09:11,CP-0025,USER-00018,cba87ed9240030ab4aaf1c22b7bd4575,192.168.1.211,192.168.1.211,0,2,1455,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,740,0,0,1,1,3.0214563354036663,none,0
823,2025-10-29 11:59:54,CP-0008,USER-00150,f9a4e3fd4818a1f511cc1c81c29ba17d,10.0.0.35,10.0.0.110,14,1,9,ocpp_client,EVCharge-App/3.2.1 (iOS),0,0,2526,0,0,1,1,2.4769216824400337,ip_mismatch,1
824,2025-12-10 02:17:39,CP-0042,USER-00181,86df5fdcb0a80ec12be603be62603474,10.0.0.224,10.0.0.224,0,2,726,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,975,0,0,1,1,4.777597583020107,none,0
825,2025-06-22 08:23:32,CP-0030,USER-00069,69200b1216d59f00f40644b02cbddedd,172.16.0.18,172.16.0.18,0,2,2321,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,1793,0,0,1,1,3.0516257965888682,none,0
826,2025-07-05 15:40:36,CP-0017,USER-00108,6b7e773f9af2cb2e94633112a4e4006c,192.168.1.226,192.168.1.226,0,2,5902,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1332,0,0,1,1,4.499004722794685,none,0
827,2025-10-15 10:44:34,CP-0016,USER-00129,b18e5ad4f8186651f8c02b2cdfc7b6f9,192.168.1.224,192.168.1.224,0,1,2174,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,1983,0,0,1,1,3.8780016458621738,none,0
828,2025-07-09 14:08:30,CP-0018,USER-00021,bdf8677d2204231d72a5b51b5941ff7e,172.16.0.136,185.220.100.250,3,1,263109,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,0,713,0,0,1,0,1.1865832579626272,stolen_token,1
829,2025-12-17 09:18:03,CP-0037,USER-00172,9a805c1ce2ff6c7faf092ccf70ad084d,10.0.0.2,10.0.0.2,0,1,789,api_client,EVCharge-App/3.2.1 (Android),0,1,1852,0,0,1,1,4.15266673643167,none,0
830,2025-12-26 07:01:47,CP-0010,USER-00046,41dbe097c02834bd6f04c471073954ef,192.168.1.169,192.168.1.169,0,2,3313,web_browser,EVCharge-App/3.2.1 (Android),0,1,2398,0,0,1,1,2.432709094171849,none,0
831,2025-07-30 19:10:30,CP-0037,USER-00153,229a2cd5ae2414bede61f7f5687ec400,192.168.1.44,192.168.1.44,0,45,5,iot_device,EVCharge-App/3.2.1 (iOS),0,1,2033,0,0,1,1,28.32661934227459,concurrent_sessions,1
832,2025-08-09 14:57:13,CP-0045,USER-00162,2997e4cd2f00138f1e6d614f94405921,172.16.0.120,172.16.0.120,0,1,9,api_client,ChargingStation-Monitor/2.0,0,1,72429,0,1,1,1,4.836610099746894,session_fixation,1
833,2025-08-21 09:42:41,CP-0034,USER-00166,697e532fa9fbb1dd2480414eec9868ea,10.0.0.194,10.0.0.194,0,2,6465,web_browser,EVCharge-App/3.2.1 (iOS),1,1,244,0,0,1,1,4.557209087552181,none,0
834,2025-10-26 23:11:22,CP-0026,USER-00117,b829b060223b3bbccba2c68efb47ee51,172.16.0.137,172.16.0.137,0,1,5999,iot_device,EVCharge-App/3.2.1 (Android),0,1,1501,0,0,1,1,1.711134555588171,none,0
835,2025-10-07 13:25:51,CP-0038,USER-00141,709cf0f984cc66e907652343523aa14d,172.16.0.166,172.16.0.166,0,1,4800,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,3230,0,0,1,1,3.055295173809318,none,0
836,2025-04-27 15:11:01,CP-0049,USER-00134,4855bb61f1f321f3811c055f44a70b4f,192.168.1.26,45.95.168.21,9,1,485300,mobile_app,EVCharge-App/3.2.1 (Android),2,0,430,0,0,1,0,4.26479818470346,stolen_token,1
837,2025-09-12 02:17:44,CP-0043,USER-00023,6ee8d10fa7bde3ad7fdda4c9bebdd586,10.0.0.216,10.0.0.216,0,1,351,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2994,0,0,1,1,1.788336299618618,none,0
838,2025-02-06 18:04:33,CP-0013,USER-00173,ca6bd96894ea28d2170b5f2380745485,172.16.0.113,172.16.0.113,0,2,5607,ocpp_client,EVCharge-App/3.2.1 (iOS),1,1,3289,0,0,1,1,3.0630296027185557,none,0
839,2025-10-13 00:06:45,CP-0035,USER-00129,1995a71c31a07434376e4b903d506b85,192.168.1.249,192.168.1.249,0,2,759,web_browser,OCPP-Client/1.6.0,0,1,2395,0,0,1,1,0.9599227047590182,none,0
840,2025-04-23 18:37:42,CP-0033,USER-00007,03559d32b88641c34910e95eb80cb775,192.168.1.76,192.168.1.76,0,2,1809,api_client,OCPP-Client/1.6.0,0,1,2914,0,0,1,1,4.370813774128775,none,0
841,2025-02-04 11:41:27,CP-0030,USER-00188,86f15bf8041879b3c0a960c47a436282,192.168.1.112,192.168.1.112,0,1,1508,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,834,0,0,1,1,3.241406746998895,none,0
842,2025-12-08 11:29:10,CP-0024,USER-00108,78d7f32185e8cd6f24bb73ac881606c9,192.168.1.40,192.168.1.40,0,1,4,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),4,1,156992,1,0,1,1,0.5694682287198529,session_replay,1
843,2025-04-02 08:40:54,CP-0049,USER-00107,82b0d1e3a56c528faa79e6a308c0e3b2,172.16.0.20,172.16.0.20,0,1,2745,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,3212,0,0,1,1,4.579573383439101,none,0
844,2025-03-29 19:38:47,CP-0026,USER-00102,47d16fec3faa1c9d754d6392f57d6689,10.0.0.224,10.0.0.224,0,1,2159,web_browser,EVCharge-App/3.2.1 (iOS),1,1,2144,0,0,1,1,3.0960822878439407,none,0
845,2025-09-21 01:34:45,CP-0034,USER-00091,ecf5885fce1cb5391a6eee1f2dce738e,172.16.0.242,172.16.0.242,0,1,6602,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,1845,0,0,1,1,1.4304534465625114,none,0
846,2025-06-09 12:30:32,CP-0022,USER-00115,b0a3d76713d4a0d1883c217228ce90de,172.16.0.68,172.16.0.68,0,2,1416,mobile_app,ChargingStation-Monitor/2.0,1,1,1214,0,0,1,1,3.069090557880287,none,0
847,2025-04-22 18:45:08,CP-0011,USER-00188,add72a14069401c1a54b2390e7f2700b,10.0.0.120,10.0.0.120,0,1,695,iot_device,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,3400,0,0,1,1,0.508320305289047,none,0
848,2025-01-29 04:42:48,CP-0033,USER-00052,109200fb02a259c03866804dacd0f2f1,192.168.1.50,192.168.1.50,0,2,905,mobile_app,OCPP-Client/1.6.0,0,1,2806,0,0,1,1,4.188623950448354,none,0
849,2025-05-17 17:27:55,CP-0034,USER-00123,dacb6e1af45b4570549ba1fff08c9db3,192.168.1.9,192.168.1.9,0,1,2893,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2867,0,0,1,1,2.367338550106937,none,0
850,2025-03-13 15:43:12,CP-0045,USER-00161,e14487e12a3c68026a20b57b6d6c95cb,10.0.0.143,10.0.0.143,0,2,1507,mobile_app,ChargingStation-Monitor/2.0,0,1,2767,0,0,1,1,2.7899275871680693,none,0
851,2025-06-17 22:22:09,CP-0049,USER-00125,79a93a979f788e231c2dc7f0ff4ee6b9,10.0.0.213,10.0.0.213,0,1,6362,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2643,0,0,1,1,3.680582576753021,none,0
852,2025-02-25 17:15:34,CP-0033,USER-00090,fc8ad87b85f9daf5d158a1c0683d4f2f,172.16.0.128,172.16.0.128,0,2,5351,ocpp_client,OCPP-Client/1.6.0,1,1,2185,0,0,1,1,1.304240691969649,none,0
853,2025-05-08 11:42:53,CP-0015,USER-00052,827e368ffeb9c3eda51d0bb5c31d8b37,10.0.0.45,10.0.0.45,0,1,7,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,1536,0,0,1,0,4.639081310809329,cross_device_theft,1
854,2025-05-20 13:51:36,CP-0046,USER-00095,c7b377691c573c04b36a5251e2f3247e,172.16.0.247,91.121.84.144,3,1,556090,web_browser,EVCharge-App/3.2.1 (Android),0,0,222,0,0,1,1,4.017699141855573,geo_location_anomaly,1
855,2025-05-29 07:38:07,CP-0005,USER-00026,f00ca375d69b0309e748e154f158ffa8,192.168.1.64,192.168.1.64,0,1,474540,mobile_app,EVCharge-App/3.2.1 (iOS),5,1,329494,1,0,1,1,3.9874460905501348,session_replay,1
856,2025-10-07 03:28:47,CP-0039,USER-00181,5b928952c8669dd31ad1e05d860518ec,192.168.1.173,23.129.64.111,5,1,472890,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,0,2900,0,0,1,0,2.2479915706745377,stolen_token,1
857,2025-10-22 20:23:38,CP-0048,USER-00044,e986ee474cb855cc89a1132eb428057f,192.168.1.19,192.168.1.19,0,2,7069,iot_device,EVCharge-App/3.2.1 (Android),1,1,282,0,0,1,1,2.354914775012885,none,0
858,2025-12-02 22:54:04,CP-0031,USER-00165,cd45b400edb791c1704a2d81b82a20ba,192.168.1.5,192.168.1.5,0,1,1232,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1085,0,0,1,1,0.5228208860881081,none,0
859,2025-07-24 03:25:53,CP-0018,USER-00074,44033d252a1b6fd4559055c418eb34e2,10.0.0.163,10.0.0.163,0,1,3694,iot_device,OCPP-Client/1.6.0,1,1,1113,0,0,1,1,1.515778404224576,none,0
